Date of download data creation,As of 2016.05.14,Number of data,9900
EDINET Code,Type of Submitter,Listed company / Unlisted company,Consolidated / NonConsolidated,Capital stock,account closing date,Submitter Name,Submitter Name（alphabetic）,Submitter Name（phonetic）,Province,Submitter's industry,Securities Identification Code
"E26769","個人（組合発行者を除く）","","","","","富樫　和均","","トガシ　カズヒト","","Others",""
"E26770","個人（組合発行者を除く）","","","","","須田　将啓","","スダ　ショウケイ","","Others",""
"E26771","個人（組合発行者を除く）","","","","","田中　禎人","","タナカ　サダト","","Others",""
"E26772","個人（組合発行者を除く）","","","","","安藤　英男","","アンドウ　ヒデオ","","Others",""
"E26777","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","株式会社南栄開発","","カブシキガイシャナンエイカイハツ","熊本市東区尾ノ上１丁目５番２０号","Others",""
"E26782","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","ブルーホライゾン合同会社","","ブルーホライゾンゴウドウカイシャ","港区西新橋一丁目２番９号ＥＰコンサルティングサービス内","Others",""
"E26783","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","株式会社グローバル・ウェルネス","","カブシキガイシャグローバルウェルネス","港区西新橋三丁目６番１０号","Others",""
"E26784","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","株式会社リロケーション・ジャパン","","カブシキガイシャリロケーションジャパン","新宿区新宿四丁目２番１８号","Others",""
"E26785","内国法人・組合（有価証券報告書等の提出義務者以外）","","","20","","株式会社廣甚","","カブシキガイシャヒロジン","有田郡湯浅町湯浅１５９０","Others",""
"E26791","個人（組合発行者を除く）","","","","","三木　啓史","","ミキ　ヒロフミ","","Others",""
"E26792","個人（組合発行者を除く）","","","","","金澤　静穗","","カナザワ　シズホ","","Others",""
"E26793","個人（組合発行者を除く）","","","","","那谷　勝久","","ナヤ　カツヒサ","","Others",""
"E26794","個人（非居住者）（組合発行者を除く）","","","","","朴　康圭","","パク　ガンギュ","","Others",""
"E26795","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1028","","株式会社コアパシフィックヤマイチインターナショナル（香港）","","カブシキガイシャコアパシフィックヤマイチインターナショナルホンコン","香港セントラルクイーンズロード１８３グランドミレニアムプラザコスコタワー３６階","Others",""
"E26807","個人（組合発行者を除く）","","","","","西村　悦郎","","ニシムラ　エツロウ","","Others",""
"E26811","個人（組合発行者を除く）","","","","","黒田　雪久","","クロダ　ユキヒサ","","Others",""
"E26812","内国法人・組合（有価証券報告書等の提出義務者以外）","","","32","","株式会社イワタニ","","カブシキカイシャイワタニ","池田市石橋２丁目８番１号","Others",""
"E26813","内国法人・組合","Listed company","Consolidated","2000"," 3.31","アストマックス株式会社","ASTMAX Co., Ltd.","アストマックスカブシキガイシャ","品川区東五反田２－１０－２","Securities & Commodity Futures","71620"
"E26814","個人（組合発行者を除く）","","","","","久次　孝幸","","ヒサツギ　タカユキ","","Others",""
"E26815","内国法人・組合","Listed company","Consolidated","100"," 3.31","ＧＭＯクリックホールディングス株式会社","GMO CLICK Holdings, Inc.","ジーエムオークリックホールディングスカブシキガイシャ","渋谷区桜丘町２０－１渋谷インフォスタワー","Securities & Commodity Futures","71770"
"E26816","内国法人・組合（有価証券報告書等の提出義務者以外）","","","5054","","朝銀西信用組合","","チョウギンニシシンヨウクミアイ","岡山市北区駅前町二丁目６番１９号","Others",""
"E26817","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","株式会社アイキューブ","","カブシキガイシャアイキューブ","中央区日本橋人形町１－７－１０","Others",""
"E26818","個人（組合発行者を除く）","","","","","池田　武弘","","イケダ　タケヒロ","","Others",""
"E26819","個人（組合発行者を除く）","","","","","岡田幸一","","オカダ　コウイチ","","Others",""
"E26820","個人（組合発行者を除く）","","","","","山下　健伸","","ヤマシタ　タケノブ","","Others",""
"E26821","内国法人・組合","Listed company","NonConsolidated","547"," 2.the end of the month","株式会社ありがとうサービス","ARIGATOU SERVICES COMPANY,LIMITED","カブシキガイシャアリガトウサービス","今治市八町西三丁目６番３０号","Retail Trade","31770"
"E26822","内国法人・組合（有価証券報告書等の提出義務者以外）","","","500","","有限会社　五州貿易","","ユウゲンカイシャ　ゴシュウボウエキ","中央区日本橋堀留１－１－１２　滝善ビル６階","Others",""
"E26823","個人（組合発行者を除く）","","","","","長尾　隆","","ナガオ　タカシ","","Others",""
"E26826","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","サマーバンク合同会社","","サマーバンクゴウドウカイシャ","新宿区四谷１－１５","Others",""
"E26828","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1079","","アジア　リカバリー　ファンド　エル　ピー","","アジア　リカバリー　ファンド　エル　ピー","コーポレーション　トラスト　センター、アメリカ合衆国デラウェア州ウィルミントン市オレンジ通り１２０９","Others",""
"E26831","内国法人・組合","Listed company","Consolidated","15000"," 5.31","三協立山株式会社","Sankyo Tateyama,Inc.","サンキョウタテヤマカブシキガイシャ","高岡市早川７０番地","Metal Products","59320"
"E26836","内国法人・組合","Listed company","NonConsolidated","272","12.the end of the month","株式会社メディアフラッグ","mediaflaginc.","カブシキガイシャメディアフラッグ","渋谷区渋谷二丁目１２番１９号","Services","60670"
"E26837","内国法人・組合","Unlisted company","NonConsolidated","1391000"," 3.the end of the month","株式会社国際協力銀行","Japan Bank for International Cooperation","カブシキカイシャコクサイキョウリョクギンコウ","千代田区大手町１丁目４番１号","Other Financing Business",""
"E26839","内国法人・組合","Listed company","NonConsolidated","388"," 2.the end of the month","キャリアリンク株式会社","","キャリアリンクカブシキカイシャ","新宿区西新宿２丁目１番１号","Services","60700"
"E26840","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","山口県","","ヤマグチケン","山口市滝町１番１号","Others",""
"E26841","個人（組合発行者を除く）","","","","","鴻池　一信","","コウノイケ　カズノブ","","Others",""
"E26842","内国法人・組合","Listed company","Consolidated","495"," 3.31","株式会社エー・ピーカンパニー","AP COMPANY CO.,LTD.","カブシキガイシャエーピーカンパニー","港区芝大門二丁目１０番１２号ＫＤＸ芝大門ビル９階","Retail Trade","31750"
"E26843","個人（組合発行者を除く）","","","","","吉川　甚","","ヨシカワ　ヤスシ","","Others",""
"E26844","個人（組合発行者を除く）","","","","","菅原　智美","","スガワラ　トモミ","","Others",""
"E26846","外国法人・組合（有価証券報告書等の提出義務者以外）","","","675","","エッジポイント・インベストメント・グループ・インク","","エッジポイント　インベストメント　グループ　インク","カナダＭ５Ｓ　２Ｘ９オンタリオ州トロント市ブロアーストリートウェスト１５０スウィート５００","Others",""
"E26847","個人（組合発行者を除く）","","","","","原田　実","","ハラダ　ミノル","","Others",""
"E26848","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","株式会社ビー・ホールディングス","","カブシキガイシャビーホールディングス","千代田区丸の内一丁目１１番１号","Others",""
"E26849","内国法人・組合（有価証券報告書等の提出義務者以外）","","","14000","","原子力損害賠償・廃炉等支援機構","","ゲンシリョクソンガイバイショウハイロトウシエンキコウ","港区虎ノ門二丁目２番５号　共同通信会館","Others",""
"E26850","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","株式会社ダイショー","","カブシキカイシャダイショー","渋谷区千駄ヶ谷三丁目５３番１２号","Others",""
"E26853","個人（組合発行者を除く）","","","","","三上　和美","","ミカミ　カズミ","","Others",""
"E26855","個人（組合発行者を除く）","","","","","塚本　慶一郎","","ツカモト　ケイイチロウ","","Others",""
"E26856","個人（組合発行者を除く）","","","","","津川　高行","","ツガワ　タカユキ","","Others",""
"E26858","内国法人・組合（有価証券報告書等の提出義務者以外）","","","707","","公益財団法人ヤマザワ教育振興基金","","コウエキザイダンホウジンヤマザワキョウイクシンコウキキン","山形市あこや町３丁目８番９号","Others",""
"E26863","内国法人・組合（有価証券報告書等の提出義務者以外）","","","5","","株式会社コマツコーサン","","カブシキガイシャコマツコーサン","小松市軽海町ウ１８番地３","Others",""
"E26866","個人（組合発行者を除く）","","","","","瀬田　衛","","セタ　マモル","","Others",""
"E26867","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社遠藤栄松ファンデーション","","カブシキガイシャエンドウエイマツファンデーション","燕市東太田１８４５番地","Others",""
"E26868","個人（組合発行者を除く）","","","","","藤澤　親子","","フジサワ　チカコ","","Others",""
"E26869","内国法人・組合","Listed company","Consolidated","389","12.the end of the month","日本コンセプト株式会社","NIPPON CONCEPT CORPORATION","ニッポンコンセプトカブシキガイシャ","千代田区内幸町二丁目２番２号","Warehousing & Harbor Transportation Services","93860"
"E26871","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","三田産業株式会社","","ミタサンギョウカブシキカイシャ","神戸市中央区北長狭通三丁目１番１６号　神戸バザービル６階","Others",""
"E26872","個人（組合発行者を除く）","","","","","岡　新一郎","","オカ　シンイチロウ","","Others",""
"E26876","個人（組合発行者を除く）","","","","","上西　貞子","","ウエニシ　サダコ","","Others",""
"E26877","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1340","","高齢社会戦略１号投資事業有限責任組合","","コウレイシャカイセンリャクイチゴウトウシジギョウユウゲンセキニンクミアイ","千代田区永田町一丁目１１番３０号","Others",""
"E26878","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","ＨＩＦ－Ａ投資事業組合","","エイチアイエフエートウシジギョウクミアイ","広島市中区袋町３番１７号","Others",""
"E26879","内国法人・組合（有価証券報告書等の提出義務者以外）","","","410","","株式会社ビジネスコンサルタント","","カブシキカイシャビジネスコンサルタント","千代田区丸の内一丁目７番１２号","Others",""
"E26880","個人（組合発行者を除く）","","","","","吉川　甲子次郎","","ヨシカワ　キネジロウ","","Others",""
"E26881","個人（組合発行者を除く）","","","","","西村　昌彦","","ニシムラ　マサヒコ","","Others",""
"E26882","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","株式会社Ｂｌｕｅ　Ｓｅｅｄｓ","","カブシキガイシャブルーシーズ","中央区日本橋富沢町７－２","Others",""
"E26883","個人（組合発行者を除く）","","","","","川畑　賢次郎","","カワバタ　ケンジロウ","","Others",""
"E26892","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","掬泉商事株式会社","","キクセンショウジカブシキガイシャ","大阪市西淀川区歌島四丁目６番５号","Others",""
"E26894","個人（組合発行者を除く）","","","","","斉藤　友也","","サイトウ　トモヤ","","Others",""
"E26895","個人（組合発行者を除く）","","","","","岸本　剛一","","キシモト　タケカズ","","Others",""
"E26899","個人（組合発行者を除く）","","","","","渡邊　通世","","ワタナベ　ミチヨ","","Others",""
"E26900","内国法人・組合（有価証券報告書等の提出義務者以外）","","","85","","有限会社野村興産","","ユウゲンガイシャノムラコウサン","大阪市浪速区日本橋東二丁目１番５号","Others",""
"E26901","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","公益財団法人安藤スポーツ・食文化振興財団","","コウエキザイダンホウジンアンドウスポーツショクブンカシンコウザイダン","池田市満寿美町８番２５号","Others",""
"E26902","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","喜多エンタープライズ株式会社","","キタエンタープライズカブシキカイシャ","港区高輪三丁目１０番２３－４０１号","Others",""
"E26903","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","株式会社ティーティーアイ","","カブシキガイシャティーティーアイ","中央区日本橋室町一丁目１２番１５号","Others",""
"E26904","個人（組合発行者を除く）","","","","","福井　康夫","","フクイ　ヤスオ","","Others",""
"E26908","個人（組合発行者を除く）","","","","","木村　有仁","","キムラ　ユウジン","","Others",""
"E26910","内国法人・組合（有価証券報告書等の提出義務者以外）","","","75","","株式会社　泰明画廊","","カブシキカイシャ　タイメイガロウ","中央区銀座７－３－５","Others",""
"E26913","個人（組合発行者を除く）","","","","","中野　光二","","ナカノ　コウジ","","Others",""
"E26914","内国法人・組合","Listed company","Consolidated","1385"," 3.the end of the month","阿波製紙株式会社","AWA PAPER MFG.CO.,LTD.","アワセイシカブシキガイシャ","徳島市南矢三町三丁目１０番１８号","Pulp & Paper","38960"
"E26915","個人（組合発行者を除く）","","","","","庄司　敏彦","","ショウジ　トシヒコ","","Others",""
"E26916","外国法人・組合（有価証券報告書等の提出義務者以外）","","","5","","ノーザン・クロス・エルエルシー","","ノーザン　クロス　エルエルシー","アメリカ合衆国マサチューセッツ州０２１１０、ボストン、サマー・ストリート１２５","Others",""
"E26920","個人（組合発行者を除く）","","","","","波戸　淳司","","ハト　ジュンジ","","Others",""
"E26923","個人（組合発行者を除く）","","","","","西薗　仁","","ニシゾノ　ヒトシ","","Others",""
"E26924","個人（組合発行者を除く）","","","","","岡　義治","","オカ　ヨシハル","","Others",""
"E26926","内国法人・組合（有価証券報告書等の提出義務者以外）","","","6000","","日本テレビ放送網株式会社","","ニホンテレビホウソウモウカブシキガイシャ","港区東新橋一丁目６番１号","Others",""
"E26929","外国法人・組合（有価証券報告書等の提出義務者以外）","","","3509","","ＡＳＴＯＮ　ＬＵＸＵＲＹ　ＧＲＯＵＰ　ＬＩＭＩＴＥＤ","","アシュトンラグジュリーグループリミテッド","ＲＯＯＭ５Ｂ，５Ｆ，ＢＬＯＣＫ　Ａ　ＨＵＮＧＨＯＭ　ＣＯＭＭＥＲＣＩＡＬ　ＣＥＮＴＲＥ　３９　ＭＡ　ＴＡＵ　ＷＡＩ　ＲＯＡＤ　ＨＵＮＧＨＯＭ　ＫＬＮ，　ＨＯＮＧ　ＫＯＮＧ","Others",""
"E26930","個人（組合発行者を除く）","","","","","安藤　美佐子","","アンドウ　ミサコ","","Others",""
"E26932","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","パインクレスト・アセット・マネジメント合同会社","","パインクレストアセットマネジメントゴウドウガイシャ","港区南麻布３丁目１９番２３号","Others",""
"E26933","内国法人・組合","Listed company","Consolidated","532"," 3.the end of the month","トレンダーズ株式会社","Trenders, Inc.","トレンダーズカブシキカイシャ","東京都渋谷区東三丁目９番１９号","Services","60690"
"E26934","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","株式会社エムワイコーポレーション","","カブシキガイシャエムワイコーポレーション","品川区大井六丁目１２番４号","Others",""
"E26935","個人（組合発行者を除く）","","","","","井口　敦","","イグチ　アツシ","","Others",""
"E26936","個人（非居住者）（組合発行者を除く）","","","","","山中　康利","","ヤマナカ　ヤストシ","","Others",""
"E26937","個人（組合発行者を除く）","","","","","松元　孝義","","マツモト　タカヨシ","","Others",""
"E26938","個人（組合発行者を除く）","","","","","田中　稔","","タナミ　ミノル","","Others",""
"E26939","個人（組合発行者を除く）","","","","","宮本　惠史","","ミヤモト　ケイジ","","Others",""
"E26940","個人（組合発行者を除く）","","","","","佐藤　裕之","","サトウ　ヒロユキ","","Others",""
"E26941","個人（組合発行者を除く）","","","","","堀江　正雄","","ホリエ　マサオ","","Others",""
"E26942","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社シグマ","","カブシキカイシャシグマ","港区南青山２－２－８","Others",""
"E26943","内国法人・組合（有価証券報告書等の提出義務者以外）","","","80","","株式会社ＳＫＧ　ＩＮＶＥＳＴ","","カブシキカイシャエスケージーインベスト","港区芝大門二丁目５番５号","Others",""
"E26944","個人（組合発行者を除く）","","","","","松本　庄市","","マツモト　ショウイチ","","Others",""
"E26945","個人（組合発行者を除く）","","","","","大橋　進一","","オオハシ　シンイチ","","Others",""
"E26946","個人（組合発行者を除く）","","","","","河本　静江","","カワモト　シズエ","","Others",""
"E26947","個人（組合発行者を除く）","","","","","上野　守生","","ウエノ　モリオ","","Others",""
"E26948","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","エフアイジー・コーポレーション","","エフアイジーコーポレーション","アメリカ合衆国、１９８０１、デラウェア州、ニューキャッスル郡、ウィルミントン市、オレンジ・ストリート１２０９、コーポレーション・トラストセンター、コーポレーション・トラスト・カンパニー気付","Others",""
"E26949","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","エフアイジー・エルエルシー","","エフアイジーエルエルシー","アメリカ合衆国、１９８０１、デラウェア州、ニューキャッスル郡、ウィルミントン市、オレンジ・ストリート１２０９、コーポレーション・トラストセンター、コーポレーション・トラスト・カンパニー気付","Others",""
"E26951","内国法人・組合（有価証券報告書等の提出義務者以外）","","","750","","アルバース証券株式会社","","アルバースショウケンカブシキガイシャ","渋谷区渋谷三丁目２９番２４号","Others",""
"E26952","個人（組合発行者を除く）","","","","","髙木　秀雄","","タカギ　ヒデオ","","Others",""
"E26953","個人（組合発行者を除く）","","","","","井上　憲氏","","イノウエ　ケンジ","","Others",""
"E26954","個人（組合発行者を除く）","","","","","藤本　豊士","","フジモト　トヨシ","","Others",""
"E26955","個人（組合発行者を除く）","","","","","中島　雄司","","ナカジマ　ユウジ","","Others",""
"E26957","内国法人・組合（有価証券報告書等の提出義務者以外）","","","22856","","パナソニックモバイルコミュニケーションズ株式会社","","パナソニックモバイルコミュニケーションズカブシキカイシャ","横浜市都筑区佐江戸町６００番地","Others",""
"E26960","個人（組合発行者を除く）","","","","","米山　久","","ヨネヤマ　ヒサシ","","Others",""
"E26962","内国法人・組合（有価証券報告書等の提出義務者以外）","","","45","","株式会社湊組","","カグシキガイシャミナトグミ","和歌山市湊２－１２－２４","Others",""
"E26963","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","ＫＡＢホールディングス合同会社","","カブホールディングスゴウドウガイシャ","品川区上大崎３丁目１０番６０号","Others",""
"E26964","個人（組合発行者を除く）","","","","","磯村　信夫","","イソムラ　ノブオ","","Others",""
"E26965","内国法人・組合","Unlisted company","NonConsolidated","10"," 2.the end of the month","株式会社安芸ゴルフ倶楽部","","カブシキガイシャアキゴルフクラブ","東広島市河内町入野字大谷側１９５７番地６","Services",""
"E26966","内国法人・組合","Listed company","Consolidated","736"," 2.the end of the month","株式会社エストラスト","STrust Co.,Ltd.","カブシキガイシャエストラスト","下関市竹崎町四丁目１番２２号","Real Estate","32800"
"E26977","個人（組合発行者を除く）","","","","","深尾定男","","フカオ　サダオ","","Others",""
"E26978","個人（組合発行者を除く）","","","","","大迫　久美子","","オオサコ　クミコ","","Others",""
"E26981","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","公益財団法人業務スーパージャパンドリーム財団","","コウエキザイダンホウジンギョウムスーパージャパンドリームザイダン","加古郡稲美町中一色８７６番１","Others",""
"E26986","個人（組合発行者を除く）","","","","","松本　典文","","マツモト　ノリフミ","","Others",""
"E26987","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","株式会社椿台","","カブシキガイシャツバキダイ","大阪市中央区高麗橋一丁目７番７－２３０７号","Others",""
"E26989","内国法人・組合（有価証券報告書等の提出義務者以外）","","","21784","","岐阜信用金庫","","ギフシンヨウキンコ","岐阜市神田町６丁目１１番地","Others",""
"E26990","内国法人・組合","Unlisted company","Consolidated","31000"," 3.the end of the month","住信ＳＢＩネット銀行株式会社","SBI Sumishin Net Bank, Ltd.","スミシンエスビーアイネットギンコウカブシキカイシャ","港区六本木１－６－１　泉ガーデンタワー１８Ｆ","Banks",""
"E26992","個人（組合発行者を除く）","","","","","川村　和夫","","カワムラ　カズオ","","Others",""
"E26995","個人（組合発行者を除く）","","","","","山口　美智子","","ヤマグチ　ミチコ","","Others",""
"E26996","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","有限会社西町コーポ","","ユウゲンガイシャニシマチコーポ","さいたま市岩槻区東岩槻三丁目２番地９","Others",""
"E26997","個人（組合発行者を除く）","","","","","中山　輝也","","ナカヤマ　テルヤ","","Others",""
"E26998","内国法人・組合（有価証券報告書等の提出義務者以外）","","","12025","","帝人ファイバー株式会社","","テイジンファイバーカブシキ","大阪市中央区南本町一丁目６番７号","Others",""
"E26999","内国法人・組合（有価証券報告書等の提出義務者以外）","","","30","","株式会社合人社グループ","","カブシキガイシャゴウジンシャグループ","広島市中区袋町４番３１号","Others",""
"E27001","内国法人・組合（有価証券報告書等の提出義務者以外）","","","11","","株式会社ＭＩＤインベストメント","","カブシキカイシャエムアイディインベストメント","千代田区有楽町一丁目９番１号","Others",""
"E27008","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","一般社団法人ディアーパークゴルフクラブ","","イッパンシャダンホウジンディアーパークゴルフクラブ","奈良市須山町９５番地","Others",""
"E27010","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","桑澤商事株式会社","","クワザワショウジカブシキガイシャ","札幌市中央区北三条西二丁目１番地","Others",""
"E27012","内国法人・組合","Unlisted company","Consolidated","300000"," 3.31","新関西国際空港株式会社","NEW KANSAI INTERNATIONAL AIRPORT COMPANY,LTD.","シンカンサイコクサイクウコウカブシキカイシャ","泉佐野市泉州空港北１番地","Warehousing & Harbor Transportation Services",""
"E27013","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","株式会社ジャパン・ヘルス・サミット","","カブシキガイシャジャパンヘルスサミット","仙台市青葉区本町二丁目１４－２４","Others",""
"E27014","個人（組合発行者を除く）","","","","","木村　幸夫","","キムラ　ユキオ","","Others",""
"E27016","内国法人・組合","Listed company","Consolidated","740"," 3.20","株式会社アジュバンコスメジャパン","ADJUVANT COSME JAPAN CO.,LTD.","カブシキガイシャアジュバンコスメジャパン","神戸市中央区下山手通五丁目５番５号","Chemicals","49290"
"E27021","個人（組合発行者を除く）","","","","","菊地　博已","","キクチ　ヒロミ","","Others",""
"E27022","個人（組合発行者を除く）","","","","","深尾　秀夫","","フカオ　ヒデオ","","Others",""
"E27028","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","Ｐｅａｃｅ　Ｖｉｌｌａ，　Ｌ．Ｐ．","","ピースヴィラ　エルピー","英国領ケイマン諸島グランドケイマンＫＹ１－９００５、ジョージタウン、メアリー・ストリート８７、ウォーカー・ハウス、インタートラスト・コーポレートサービシィズ・ケイマンリミテッド気付","Others",""
"E27032","内国法人・組合","Listed company","NonConsolidated","3037"," 3.31","株式会社ジーンテクノサイエンス","","カブシキガイシャジーンテクノサイエンス","札幌市中央区北二条西九丁目１番地","Pharmaceutical","45840"
"E27033","内国法人・組合（有価証券報告書等の提出義務者以外）","","","190","","有限会社フジシゲ","","ユウゲンガイシャフジシゲ","中央区日本橋人形町一丁目１７番４号","Others",""
"E27034","個人（組合発行者を除く）","","","","","三木　康弘","","ミキ　ヤスヒロ","","Others",""
"E27035","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","株式会社徳応舎","","カブシキガイシャトクオウシャ","大田区久が原六丁目２番１５号","Others",""
"E27036","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","三木産業株式会社","","ミキサンギョウカブシキカイシャ","板野郡松茂町中喜来字中須２０番地","Others",""
"E27037","個人（組合発行者を除く）","","","","","永守　貴樹","","ナガモリ　タカキ","","Others",""
"E27038","内国法人・組合","Listed company","Consolidated","8703","12.the end of the month","株式会社ＵＭＮファーマ","","カブシキガイシャユーエムエヌファーマ","秋田市御所野湯本四丁目２番３号","Pharmaceutical","45850"
"E27042","個人（組合発行者を除く）","","","","","三木　富士彦","","ミキ　フジヒコ","","Others",""
"E27043","内国法人・組合","Listed company","Consolidated","1026"," 9.30","株式会社アビスト","ABIST Co.,Ltd.","カブシキカイシャアビスト","中野区新井二丁目６番１３号","Services","60870"
"E27044","個人（組合発行者を除く）","","","","","岡本　香保子","","オカモト　カホコ","","Others",""
"E27046","内国法人・組合","Listed company","NonConsolidated","268","12.31","株式会社グランディーズ","GRANDES,Inc.","カブシキカイシャグランディーズ","大分市都町２丁目１番１０号","Real Estate","32610"
"E27047","内国法人・組合","Listed company","NonConsolidated","865","12.31","株式会社ｅｎｉｓｈ","enish,inc.","カブシキガイシャエニッシュ","港区六本木６－１０－１六本木ヒルズ森タワー","Information & Communication","36670"
"E27049","個人（組合発行者を除く）","","","","","豊住　脩","","トヨズミ　オサム","","Others",""
"E27050","内国法人・組合","Listed company","Consolidated","350"," 3.31","株式会社テクノスジャパン","TECNOS  JAPAN  INCORPORATED","カブシキガイシャテクノスジャパン","新宿区西新宿三丁目２０番２号　東京オペラシティタワー３２階","Information & Communication","36660"
"E27051","内国法人・組合","Unlisted company","NonConsolidated","350"," 3.31","シュッピン株式会社","","シュッピンカブシキカイシャ","新宿区西新宿２－１－１　新宿三井ビル３７階","Retail Trade","31790"
"E27052","個人（組合発行者を除く）","","","","","岡本　伊久男","","オカモト　イクオ","","Others",""
"E27054","内国法人・組合","Listed company","Consolidated","4817"," 9.30","株式会社ユーグレナ","euglena Co.,Ltd.","カブシキガイシャユーグレナ","港区芝五丁目３３番１号","Foods","29310"
"E27055","個人（組合発行者を除く）","","","","","青山　英生","","アオヤマ　ヒデオ","","Others",""
"E27056","内国法人・組合（有価証券報告書等の提出義務者以外）","","","5","","株式会社スクエアコンサルティング","","カブシキガイシャスクエアコンサルティング","港区高輪四丁目１０番３１号","Others",""
"E27058","個人（組合発行者を除く）","","","","","小津取引先持株会　理事長　長野　雄二","","オヅトリヒキサキモチカブカイ　リジチョウ　ナガノ　ユウジ","","Others",""
"E27059","内国法人・組合","Listed company","Consolidated","490"," 3.31","地盤ネットホールディングス株式会社","Jibannet Holdings Co., Ltd.","ジバンネットホールディングスカブシキガイシャ","中央区日本橋一丁目７番９号","Services","60720"
"E27060","個人（組合発行者を除く）","","","","","松本　洋介","","マツモト　ヨウスケ","","Others",""
"E27061","個人（組合発行者を除く）","","","","","小菅　敏一","","コスゲ　トシカズ","","Others",""
"E27062","内国法人・組合","Listed company","NonConsolidated","6274"," 9.30","株式会社コロプラ","COLOPL,Inc.","カブシキガイシャコロプラ","渋谷区恵比寿四丁目２０番３号","Information & Communication","36680"
"E27063","内国法人・組合","Listed company","Consolidated","2897"," 3.the end of the month","パンチ工業株式会社","PUNCH INDUSTRY CO.,LTD.","パンチコウギョウカブシキガイシャ","港区港南二丁目１２番２３号","Machinery","61650"
"E27064","内国法人・組合","Listed company","Consolidated","1004"," 5.31","モバイルクリエイト株式会社","Mobile Create Co., Ltd.","モバイルクリエイトカブシキガイシャ","大分市賀来北二丁目２０番８号","Information & Communication","36690"
"E27065","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","有限会社マルヨシ","","ユウゲンガイシャマルヨシ","久喜市野久喜７０３番地","Others",""
"E27066","内国法人・組合","Listed company","Consolidated","338","12.31","株式会社ＩＢＪ","IBJ,Inc.","カブシキカイシャアイビージェー","新宿区西新宿一丁目２３番７号","Services","60710"
"E27069","個人（組合発行者を除く）","","","","","佐藤　栄治","","サトウ　エイジ","","Others",""
"E27071","外国法人・組合","Unlisted company","Consolidated","1112505","12.31","エイチエスビーシー・ホールディングス・ピーエルシー","","エイチエスビーシーホールディングスピーエルシー","連合王国Ｅ１４　５ＨＱロンドン市カナダ・スクエア８","Others",""
"E27073","個人（組合発行者を除く）","","","","","渡邉　忠泰","","ワタナベ　タダヤス","","Others",""
"E27074","個人（組合発行者を除く）","","","","","井本　雅之","","イモト　マサユキ","","Others",""
"E27076","個人（組合発行者を除く）","","","","","出雲　充","","イズモ　ミツル","","Others",""
"E27077","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","公益財団法人江頭ホスピタリティ事業振興財団","","コウエキザイダンホウジンエガシラホスピタリティジギョウシンコウザイダン","福岡市博多区那珂三丁目２８番５号","Others",""
"E27078","外国法人・組合（有価証券報告書等の提出義務者以外）","","","78","","日興ＡＭグローバル・ケイマン・リミテッド","","ニッコーエーエムグローバルケイマンリミテッド","ケイマン諸島、ＫＹ１－１１０４、グランド・ケイマン、ジョージ・タウン、サウス・チャーチ・ストリート、ウグランド・ハウス、私書箱３０９","Others",""
"E27080","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","スマートキャピタル株式会社","","スマートキャピタルカブシキカイシャ","渋谷区渋谷三丁目６番２号","Others",""
